Record_ID,Date,Time,Road_ID,Area,Vehicle_Count,Car_Count,Bus_Count,Bike_Count,Truck_Count,Avg_Speed_kmph,Congestion_Level,Signal_Wait_Time_sec,Accident_Count,Weather
733,2024-03-03,14:00,NH-44,Downtown,1198,684,95,302,117,37.8,High,55,0,Rainy
1066,2024-03-03,14:00,NH-44,East Zone,885,535,68,184,98,42.1,High,66,0,Cloudy
2087,2024-03-03,14:00,Ring Road,South Zone,655,382,67,151,55,47.4,High,53,0,Cloudy
399,2024-03-03,17:00,MG Road,Downtown,2279,1086,188,449,556,12.0,High,78,0,Cloudy
1200,2024-03-03,17:00,Ring Road,South Zone,642,305,49,184,104,39.7,High,60,0,Foggy
3377,2024-03-03,17:00,Outer Ring Road,West Zone,1509,728,129,319,333,30.9,High,81,0,Cloudy
1178,2024-03-03,18:00,Ring Road,East Zone,1242,585,137,346,174,37.4,High,80,0,Sunny
102,2024-03-03,18:00,Airport Road,West Zone,1283,677,136,354,116,33.6,High,71,0,Sunny
3402,2024-03-04,07:00,MG Road,Downtown,1819,1054,171,441,153,27.6,High,71,0,Sunny
1370,2024-03-04,07:00,Green Park Rd,East Zone,1519,790,158,326,245,29.3,High,81,0,Sunny
3492,2024-03-04,11:00,Green Park Rd,Downtown,771,461,70,156,84,54.1,Medium,50,0,Sunny
1795,2024-03-04,11:00,MG Road,South Zone,420,218,43,110,49,60.1,Medium,40,0,Sunny
3177,2024-03-04,15:00,Green Park Rd,East Zone,712,316,54,145,197,52.4,High,65,0,Sunny
1995,2024-03-04,19:00,Lake View Road,West Zone,1128,579,127,283,139,46.8,High,57,0,Sunny
725,2024-03-05,05:00,MG Road,East Zone,983,554,116,240,73,40.4,High,72,0,Rainy
3190,2024-03-05,07:00,Airport Road,North Zone,1320,580,138,372,230,32.9,High,84,0,Cloudy
2914,2024-03-05,07:00,Green Park Rd,North Zone,839,402,89,196,152,37.0,High,78,0,Cloudy
514,2024-03-05,07:00,MG Road,West Zone,1245,629,128,372,116,25.9,High,78,0,Rainy
95,2024-03-05,09:00,IT Corridor,East Zone,1076,621,112,311,32,41.0,High,60,1,Rainy
1520,2024-03-05,11:00,MG Road,North Zone,911,510,104,201,96,47.5,High,34,0,Sunny
3786,2024-03-05,15:00,Airport Road,East Zone,975,485,110,181,199,39.6,High,67,0,Sunny
3586,2024-03-05,17:00,Ring Road,East Zone,1952,844,212,412,484,21.3,High,82,0,Rainy
3708,2024-03-05,18:00,Lake View Road,North Zone,1456,664,113,345,334,27.4,High,76,0,Sunny
2489,2024-03-05,20:00,Lake View Road,South Zone,859,458,75,213,113,45.5,High,74,0,Sunny
2115,2024-03-05,21:00,IT Corridor,South Zone,849,391,86,196,176,37.7,High,66,0,Rainy
3623,2024-03-06,06:00,Airport Road,East Zone,748,379,68,210,91,49.1,High,70,0,Cloudy
1930,2024-03-06,08:00,Market Road,North Zone,1061,610,111,271,69,41.7,High,56,0,Sunny
2958,2024-03-06,09:00,Lake View Road,Downtown,1226,735,129,326,36,36.0,High,70,0,Sunny
2694,2024-03-06,09:00,Green Park Rd,West Zone,1143,603,132,318,90,37.3,High,59,0,Sunny
2391,2024-03-06,11:00,Lake View Road,West Zone,998,549,80,273,96,43.9,High,58,0,Rainy
1970,2024-03-06,12:00,Green Park Rd,Downtown,766,411,81,147,127,50.5,High,44,0,Cloudy
2356,2024-03-06,12:00,Station Road,South Zone,594,324,48,128,94,48.3,High,58,0,Sunny
787,2024-03-06,15:00,Lake View Road,South Zone,791,400,78,204,109,50.9,Medium,66,0,Sunny
2922,2024-03-06,16:00,Green Park Rd,North Zone,746,376,74,152,144,43.6,High,61,0,Rainy
159,2024-03-06,18:00,Station Road,West Zone,1589,752,188,409,240,21.7,High,78,0,Sunny
3074,2024-03-06,19:00,Station Road,East Zone,1179,581,125,256,217,37.2,High,83,0,Sunny
1265,2024-03-07,08:00,Market Road,East Zone,1409,807,128,287,187,32.2,High,78,0,Cloudy
2385,2024-03-07,09:00,Ring Road,East Zone,1115,654,119,309,33,43.9,High,59,0,Sunny
3217,2024-03-07,11:00,Station Road,East Zone,629,340,53,146,90,44.0,High,54,0,Sunny
1077,2024-03-07,15:00,MG Road,East Zone,658,381,69,143,65,46.8,High,66,0,Sunny
3086,2024-03-07,16:00,Green Park Rd,East Zone,875,492,79,260,44,46.7,High,39,0,Cloudy
923,2024-03-07,18:00,Station Road,Downtown,1884,1047,165,339,333,21.2,High,59,0,Sunny
3585,2024-03-07,19:00,Station Road,South Zone,997,583,116,269,29,35.8,High,68,1,Foggy
2295,2024-03-07,22:00,MG Road,East Zone,961,510,76,205,170,43.9,High,58,0,Cloudy
3413,2024-03-07,23:00,NH-44,Downtown,996,522,74,298,102,38.3,High,63,0,Rainy
2266,2024-03-08,05:00,Outer Ring Road,Downtown,1098,647,119,300,32,40.1,High,57,0,Sunny
3902,2024-03-08,06:00,Lake View Road,Downtown,1264,712,124,265,163,30.9,High,84,0,Rainy
3959,2024-03-08,07:00,Station Road,South Zone,1271,721,120,282,148,42.2,High,59,0,Sunny
300,2024-03-08,08:00,MG Road,Downtown,1411,648,121,263,379,28.4,High,69,0,Sunny
3160,2024-03-08,09:00,MG Road,Downtown,1413,838,124,377,74,26.7,High,83,0,Cloudy
1589,2024-03-08,11:00,Station Road,Downtown,552,293,65,106,88,48.0,High,49,0,Foggy
2943,2024-03-08,12:00,Station Road,North Zone,768,407,61,218,82,48.3,High,52,0,Sunny
2222,2024-03-08,16:00,Green Park Rd,South Zone,476,274,55,113,34,58.2,Medium,33,0,Cloudy
922,2024-03-08,17:00,Airport Road,Downtown,1792,1041,181,375,195,21.2,High,72,0,Sunny
2416,2024-03-08,17:00,Station Road,South Zone,1253,569,135,258,291,33.9,High,59,0,Sunny
3447,2024-03-08,19:00,Station Road,South Zone,973,571,70,277,55,43.8,High,76,0,Sunny
471,2024-03-09,05:00,Market Road,East Zone,544,305,46,108,85,49.8,Medium,44,1,Rainy
1396,2024-03-09,06:00,Ring Road,South Zone,593,317,64,132,80,50.1,Medium,44,0,Sunny
2082,2024-03-09,07:00,Outer Ring Road,Downtown,2092,1258,169,402,263,12.0,High,79,0,Rainy
3448,2024-03-09,07:00,MG Road,East Zone,1353,669,120,351,213,28.7,High,56,0,Sunny
1123,2024-03-09,07:00,Ring Road,East Zone,1199,737,92,318,52,44.1,High,61,0,Sunny
2886,2024-03-09,09:00,Station Road,West Zone,1378,650,159,306,263,24.9,High,83,0,Foggy
2234,2024-03-09,10:00,Market Road,South Zone,1159,668,129,285,77,33.4,High,84,0,Sunny
2812,2024-03-09,13:00,Market Road,South Zone,748,336,82,142,188,59.3,Medium,37,0,Cloudy
2546,2024-03-09,16:00,NH-44,South Zone,697,398,53,152,94,50.2,High,45,0,Cloudy
816,2024-03-09,18:00,Ring Road,East Zone,1012,472,121,214,205,43.9,High,52,0,Sunny
460,2024-03-09,19:00,Lake View Road,East Zone,1061,546,112,302,101,41.8,High,64,0,Cloudy
580,2024-03-09,20:00,Outer Ring Road,East Zone,1039,505,74,284,176,45.0,High,37,0,Sunny
1024,2024-03-09,21:00,Market Road,South Zone,662,357,48,134,123,49.9,Medium,40,0,Cloudy
3956,2024-03-10,06:00,Outer Ring Road,North Zone,943,427,96,272,148,35.7,High,69,0,Rainy
2820,2024-03-10,08:00,Outer Ring Road,North Zone,1616,987,166,331,132,17.8,High,83,0,Rainy
949,2024-03-10,09:00,Outer Ring Road,North Zone,1402,667,134,352,249,34.3,High,68,0,Cloudy
3509,2024-03-10,11:00,Outer Ring Road,East Zone,686,324,70,167,125,51.7,Medium,44,1,Sunny
2281,2024-03-10,13:00,Station Road,South Zone,628,329,48,178,73,51.3,High,54,0,Rainy
2710,2024-03-10,15:00,Market Road,Downtown,940,567,88,247,38,43.1,High,65,0,Sunny
3518,2024-03-10,15:00,Green Park Rd,South Zone,691,306,50,144,191,41.1,High,69,0,Rainy
2871,2024-03-10,18:00,Airport Road,Downtown,1663,828,135,427,273,26.6,High,77,0,Sunny
2856,2024-03-10,19:00,Airport Road,South Zone,1335,677,94,369,195,31.6,High,65,0,Rainy
629,2024-03-10,23:00,Green Park Rd,West Zone,797,439,59,203,96,47.0,High,50,0,Cloudy
2191,2024-03-11,06:00,NH-44,North Zone,583,347,56,111,69,62.8,Medium,43,0,Cloudy
2734,2024-03-11,09:00,Market Road,East Zone,1170,636,91,252,191,38.3,High,77,0,Sunny
2215,2024-03-12,07:00,Lake View Road,Downtown,1651,856,154,491,150,25.8,High,70,0,Cloudy
3224,2024-03-12,07:00,Outer Ring Road,East Zone,1445,811,115,332,187,34.0,High,77,0,Sunny
3290,2024-03-12,07:00,NH-44,South Zone,1194,646,134,303,111,27.6,High,90,0,Rainy
5,2024-03-12,11:00,Ring Road,West Zone,906,423,93,198,192,36.9,High,54,0,Sunny
2680,2024-03-12,13:00,IT Corridor,North Zone,671,406,51,186,28,51.5,Medium,47,0,Sunny
1798,2024-03-12,14:00,NH-44,West Zone,660,312,73,150,125,55.7,Medium,52,1,Sunny
1551,2024-03-12,17:00,Outer Ring Road,East Zone,1637,732,122,390,393,16.7,High,79,0,Rainy
767,2024-03-12,19:00,MG Road,East Zone,1134,612,90,212,220,27.2,High,65,0,Rainy
2979,2024-03-12,20:00,Airport Road,East Zone,1282,750,103,295,134,39.4,High,73,0,Sunny
3612,2024-03-12,21:00,Station Road,East Zone,737,441,66,209,21,48.3,High,59,0,Sunny
1764,2024-03-12,22:00,Airport Road,East Zone,727,331,87,186,123,45.9,High,74,0,Sunny
1794,2024-03-12,22:00,Station Road,West Zone,952,454,97,209,192,48.6,High,56,0,Sunny
2088,2024-03-13,07:00,Ring Road,Downtown,1788,1090,213,389,96,26.5,High,82,0,Sunny
861,2024-03-13,09:00,Market Road,South Zone,951,542,103,180,126,52.5,High,47,0,Sunny
3365,2024-03-13,10:00,Ring Road,East Zone,1174,540,91,291,252,43.3,High,78,0,Sunny
1530,2024-03-13,16:00,Ring Road,South Zone,704,411,73,139,81,52.3,Medium,54,0,Rainy
1851,2024-03-13,17:00,NH-44,North Zone,1247,757,107,346,37,42.6,High,51,0,Sunny
2094,2024-03-13,18:00,MG Road,Downtown,1474,718,143,285,328,26.8,High,79,0,Sunny
2389,2024-03-13,18:00,Outer Ring Road,Downtown,1555,884,183,313,175,23.0,High,76,0,Cloudy
3138,2024-03-13,18:00,MG Road,East Zone,1367,597,109,345,316,34.8,High,77,0,Sunny
1409,2024-03-13,19:00,Lake View Road,Downtown,1725,872,158,369,326,27.4,High,89,0,Sunny
2278,2024-03-13,19:00,Airport Road,West Zone,1763,1004,202,354,203,23.5,High,81,0,Sunny
1689,2024-03-14,00:00,NH-44,West Zone,1006,550,99,230,127,38.8,High,76,0,Rainy
3802,2024-03-14,08:00,Lake View Road,South Zone,739,358,85,148,148,47.3,High,57,0,Cloudy
604,2024-03-14,08:00,IT Corridor,West Zone,1621,974,171,329,147,35.5,High,80,0,Cloudy
3660,2024-03-14,17:00,Airport Road,North Zone,1487,904,120,389,74,23.0,High,74,0,Rainy
2816,2024-03-14,18:00,Green Park Rd,Downtown,1638,912,147,462,117,23.6,High,76,0,Sunny
2188,2024-03-14,19:00,Airport Road,West Zone,1440,654,123,280,383,23.7,High,74,0,Cloudy
2974,2024-03-14,23:00,Outer Ring Road,South Zone,519,247,54,132,86,49.8,High,55,0,Cloudy
788,2024-03-15,08:00,Airport Road,Downtown,2018,1119,235,499,165,16.5,High,81,0,Sunny
3523,2024-03-15,08:00,Green Park Rd,East Zone,1541,910,128,403,100,31.1,High,83,0,Cloudy
1182,2024-03-15,10:00,Ring Road,Downtown,1094,570,90,319,115,36.3,High,59,0,Sunny
1339,2024-03-15,11:00,NH-44,North Zone,790,374,56,177,183,50.9,High,57,0,Cloudy
3060,2024-03-15,12:00,MG Road,East Zone,813,484,70,209,50,49.1,High,47,0,Cloudy
3610,2024-03-15,12:00,Outer Ring Road,West Zone,667,340,71,194,62,53.0,High,52,0,Sunny
537,2024-03-15,12:00,Ring Road,West Zone,897,447,97,184,169,37.4,High,75,0,Rainy
2791,2024-03-15,16:00,Lake View Road,East Zone,719,434,52,166,67,38.2,High,58,0,Rainy
2707,2024-03-15,16:00,Station Road,West Zone,1060,514,88,284,174,34.2,High,62,0,Sunny
1734,2024-03-15,17:00,Market Road,Downtown,2216,1084,201,525,406,16.3,High,69,0,Sunny
3380,2024-03-15,17:00,Airport Road,South Zone,1343,714,117,289,223,33.4,High,72,0,Sunny
3414,2024-03-15,18:00,IT Corridor,Downtown,2027,1115,150,448,314,15.7,High,79,0,Cloudy
3685,2024-03-15,18:00,IT Corridor,West Zone,1074,562,116,318,78,30.8,High,85,0,Foggy
970,2024-03-15,19:00,NH-44,East Zone,1809,938,203,455,213,12.0,High,71,0,Rainy
282,2024-03-15,22:00,Green Park Rd,North Zone,1023,558,74,228,163,36.1,High,87,1,Rainy
572,2024-03-16,08:00,Station Road,North Zone,1114,629,100,235,150,38.7,High,56,0,Sunny
3195,2024-03-16,09:00,Market Road,East Zone,1271,693,116,363,99,34.6,High,87,0,Sunny
464,2024-03-16,10:00,IT Corridor,Downtown,1992,895,215,484,398,12.0,High,79,0,Rainy
602,2024-03-16,10:00,Ring Road,South Zone,1000,567,120,271,42,49.2,High,77,0,Cloudy
1817,2024-03-16,10:00,Ring Road,West Zone,1031,466,86,236,243,33.8,High,85,1,Cloudy
1351,2024-03-16,11:00,NH-44,Downtown,696,301,67,143,185,49.6,Medium,42,0,Cloudy
1029,2024-03-16,12:00,Outer Ring Road,Downtown,883,440,68,195,180,37.8,High,70,0,Foggy
2116,2024-03-16,12:00,Market Road,South Zone,703,373,55,202,73,46.3,Medium,35,0,Foggy
3046,2024-03-16,13:00,IT Corridor,East Zone,739,420,84,213,22,43.3,High,74,0,Rainy
3216,2024-03-16,16:00,Airport Road,North Zone,805,362,66,207,170,45.4,High,50,0,Sunny
2758,2024-03-16,19:00,Station Road,West Zone,911,456,84,203,168,36.6,High,54,0,Cloudy
2071,2024-03-16,20:00,Airport Road,Downtown,1615,996,192,356,71,28.4,High,68,0,Cloudy
2929,2024-03-16,23:00,MG Road,South Zone,630,316,74,160,80,48.6,High,65,0,Sunny
2180,2024-03-17,05:00,Airport Road,South Zone,690,424,50,173,43,49.0,High,75,0,Rainy
1833,2024-03-17,09:00,Market Road,West Zone,1059,573,84,230,172,39.0,High,65,0,Rainy
2249,2024-03-17,10:00,NH-44,West Zone,1546,769,130,433,214,25.8,High,73,0,Sunny
3441,2024-03-17,15:00,IT Corridor,West Zone,708,354,63,150,141,48.5,High,67,0,Sunny
1671,2024-03-17,18:00,IT Corridor,South Zone,1108,549,106,260,193,40.6,High,67,0,Sunny
2096,2024-03-17,20:00,Outer Ring Road,West Zone,1435,763,162,378,132,34.0,High,78,0,Sunny
1049,2024-03-18,09:00,Market Road,East Zone,1391,661,166,338,226,38.4,High,74,0,Sunny
3936,2024-03-18,09:00,Station Road,East Zone,1164,645,90,288,141,33.6,High,69,0,Foggy
1232,2024-03-18,10:00,Lake View Road,East Zone,1536,792,121,407,216,22.9,High,63,1,Sunny
756,2024-03-18,10:00,Outer Ring Road,East Zone,1308,753,129,341,85,36.8,High,82,0,Sunny
2248,2024-03-18,14:00,Ring Road,Downtown,1041,488,78,310,165,44.6,High,72,0,Sunny
1273,2024-03-18,16:00,MG Road,Downtown,1042,553,120,312,57,37.8,High,56,1,Sunny
2789,2024-03-18,17:00,Ring Road,East Zone,1331,592,96,337,306,34.3,High,51,0,Rainy
858,2024-03-18,18:00,Station Road,South Zone,926,453,73,242,158,48.2,High,53,0,Sunny
890,2024-03-18,21:00,Station Road,North Zone,881,530,80,170,101,41.9,High,58,0,Cloudy
2587,2024-03-18,22:00,Market Road,North Zone,598,359,62,145,32,48.9,High,66,0,Rainy
3689,2024-03-19,00:00,Ring Road,East Zone,730,316,81,204,129,51.8,High,44,0,Cloudy
2485,2024-03-19,01:00,Green Park Rd,Downtown,723,425,61,198,39,39.2,High,55,0,Foggy
2542,2024-03-19,07:00,Green Park Rd,Downtown,1375,757,135,308,175,34.6,High,77,0,Cloudy
2949,2024-03-19,07:00,Station Road,South Zone,899,483,83,248,85,45.6,High,55,0,Sunny
3874,2024-03-19,15:00,Lake View Road,Downtown,1095,636,124,222,113,37.7,High,79,0,Foggy
2415,2024-03-19,16:00,Lake View Road,East Zone,686,360,68,135,123,52.5,High,59,0,Sunny
1723,2024-03-19,16:00,MG Road,East Zone,564,288,41,103,132,49.0,High,56,0,Sunny
1770,2024-03-19,17:00,Market Road,West Zone,1315,753,141,378,43,27.7,High,80,0,Foggy
1982,2024-03-20,07:00,Airport Road,Downtown,2335,1360,190,515,270,12.0,High,81,0,Cloudy
1820,2024-03-20,07:00,Station Road,South Zone,1104,599,79,230,196,43.6,High,62,0,Cloudy
2452,2024-03-20,09:00,Lake View Road,Downtown,2291,1412,251,425,203,12.0,High,78,0,Cloudy
665,2024-03-20,12:00,Outer Ring Road,East Zone,882,531,72,164,115,46.5,High,69,0,Sunny
1439,2024-03-20,14:00,Outer Ring Road,West Zone,938,458,99,206,175,53.8,High,50,0,Rainy
204,2024-03-21,05:00,NH-44,East Zone,602,271,56,156,119,41.8,High,73,0,Rainy
3346,2024-03-21,07:00,Lake View Road,West Zone,1989,967,229,554,239,12.0,High,69,0,Rainy
808,2024-03-21,08:00,NH-44,West Zone,1430,710,144,339,237,35.7,High,75,0,Sunny
1444,2024-03-21,11:00,NH-44,West Zone,892,429,105,205,153,37.8,High,57,0,Foggy
104,2024-03-21,12:00,NH-44,West Zone,1106,673,89,233,111,35.5,High,85,0,Rainy
61,2024-03-21,13:00,IT Corridor,East Zone,1145,673,103,336,33,38.3,High,63,0,Sunny
1617,2024-03-21,15:00,Station Road,West Zone,687,301,82,149,155,42.0,High,72,0,Foggy
2900,2024-03-21,17:00,Lake View Road,Downtown,1406,806,101,367,132,30.5,High,69,0,Sunny
1311,2024-03-21,17:00,IT Corridor,South Zone,1237,639,112,224,262,38.6,High,71,0,Sunny
3996,2024-03-21,18:00,IT Corridor,South Zone,852,414,86,217,135,45.4,High,62,0,Cloudy
3531,2024-03-22,05:00,NH-44,South Zone,548,337,56,104,51,60.8,High,63,0,Cloudy
3313,2024-03-22,09:00,Lake View Road,Downtown,2430,1134,170,699,427,16.5,High,80,0,Sunny
2748,2024-03-22,09:00,Green Park Rd,North Zone,1360,657,113,324,266,30.0,High,68,1,Rainy
2885,2024-03-22,09:00,Outer Ring Road,North Zone,1160,627,113,234,186,30.8,High,75,0,Cloudy
1667,2024-03-22,13:00,Airport Road,South Zone,634,296,70,128,140,51.1,Medium,35,0,Sunny
2511,2024-03-22,16:00,Ring Road,East Zone,960,594,79,185,102,42.9,High,49,0,Cloudy
1895,2024-03-22,17:00,Station Road,Downtown,1937,1100,185,376,276,22.3,High,74,0,Sunny
2104,2024-03-22,18:00,MG Road,West Zone,1065,621,89,238,117,29.6,High,69,0,Foggy
1472,2024-03-22,20:00,Station Road,South Zone,689,366,54,165,104,42.4,High,48,0,Foggy
2379,2024-03-22,21:00,IT Corridor,South Zone,563,314,41,142,66,51.1,High,75,0,Sunny
1292,2024-03-22,22:00,Ring Road,North Zone,490,251,44,122,73,44.5,Medium,56,0,Foggy
712,2024-03-22,22:00,Lake View Road,West Zone,742,339,85,187,131,47.1,High,62,0,Sunny
934,2024-03-23,12:00,Ring Road,Downtown,1248,560,98,328,262,33.0,High,70,0,Sunny
3619,2024-03-23,14:00,IT Corridor,East Zone,602,287,54,174,87,53.2,High,53,0,Cloudy
753,2024-03-23,17:00,Market Road,West Zone,1052,587,93,291,81,41.3,High,62,0,Sunny
3129,2024-03-23,20:00,Outer Ring Road,East Zone,1161,680,90,338,53,31.6,High,69,1,Rainy
3717,2024-03-23,20:00,Outer Ring Road,East Zone,1019,528,86,304,101,47.3,High,81,0,Cloudy
2445,2024-03-23,20:00,Green Park Rd,West Zone,1596,771,119,460,246,22.0,High,72,0,Cloudy
3998,2024-03-24,00:00,MG Road,West Zone,652,404,62,159,27,54.1,Medium,43,0,Cloudy
564,2024-03-24,06:00,Lake View Road,West Zone,1092,612,129,227,124,42.9,High,54,0,Cloudy
2863,2024-03-24,07:00,NH-44,North Zone,748,442,61,140,105,55.8,Medium,47,0,Cloudy
2196,2024-03-24,07:00,Station Road,North Zone,1043,496,92,234,221,37.2,High,56,0,Sunny
1738,2024-03-24,07:00,Green Park Rd,South Zone,1377,840,111,303,123,25.5,High,72,0,Rainy
1963,2024-03-24,09:00,Outer Ring Road,East Zone,1216,539,96,284,297,38.8,High,70,0,Cloudy
1866,2024-03-24,09:00,Green Park Rd,South Zone,999,445,78,195,281,42.8,High,80,0,Cloudy
2839,2024-03-24,10:00,Ring Road,Downtown,2382,1352,205,512,313,12.0,High,72,0,Rainy
3919,2024-03-24,10:00,Ring Road,Downtown,1276,551,113,332,280,29.1,High,60,0,Rainy
3316,2024-03-24,11:00,IT Corridor,West Zone,800,408,88,203,101,42.8,High,81,0,Rainy
1206,2024-03-24,12:00,NH-44,North Zone,741,332,57,191,161,55.3,High,43,0,Cloudy
2344,2024-03-24,13:00,Market Road,Downtown,705,434,61,135,75,40.6,High,58,0,Foggy
1013,2024-03-24,14:00,IT Corridor,South Zone,539,272,58,102,107,55.6,High,47,0,Cloudy
3337,2024-03-24,15:00,Market Road,South Zone,734,409,77,176,72,42.6,High,72,0,Rainy
3121,2024-03-24,18:00,Station Road,East Zone,1264,616,131,316,201,35.7,High,74,0,Sunny
1861,2024-03-24,20:00,IT Corridor,Downtown,1533,910,130,310,183,22.5,High,68,0,Rainy
1748,2024-03-24,20:00,Lake View Road,Downtown,1986,1128,191,368,299,19.6,High,80,0,Sunny
2255,2024-03-25,00:00,NH-44,North Zone,835,422,91,213,109,47.2,High,59,0,Cloudy
1286,2024-03-25,16:00,Station Road,South Zone,711,423,77,188,23,48.2,High,59,0,Sunny
755,2024-03-25,19:00,Outer Ring Road,North Zone,1088,550,85,260,193,30.3,High,84,0,Rainy
2131,2024-03-25,21:00,Station Road,South Zone,772,347,68,184,173,45.5,High,66,0,Cloudy
2978,2024-03-25,22:00,Station Road,West Zone,888,425,83,230,150,43.3,High,69,0,Foggy
2478,2024-03-26,03:00,Outer Ring Road,East Zone,602,306,71,124,101,47.0,High,42,0,Cloudy
914,2024-03-26,07:00,Airport Road,Downtown,1642,764,164,381,333,27.3,High,86,0,Sunny
157,2024-03-26,07:00,Lake View Road,South Zone,914,535,86,247,46,40.9,High,53,0,Sunny
467,2024-03-26,08:00,Outer Ring Road,Downtown,1344,653,136,333,222,32.5,High,84,0,Foggy
2058,2024-03-26,08:00,Lake View Road,South Zone,1043,591,88,226,138,43.1,High,57,0,Sunny
1822,2024-03-26,10:00,Market Road,East Zone,1566,856,136,291,283,24.9,High,70,0,Rainy
2643,2024-03-26,11:00,Airport Road,East Zone,821,367,89,219,146,44.7,Medium,55,1,Rainy
2898,2024-03-26,13:00,IT Corridor,Downtown,1324,596,153,246,329,27.3,High,73,0,Sunny
1091,2024-03-26,14:00,NH-44,East Zone,780,383,93,143,161,52.3,Medium,47,0,Sunny
1461,2024-03-26,16:00,Ring Road,East Zone,917,474,95,228,120,52.2,Medium,36,0,Cloudy
3166,2024-03-26,17:00,Green Park Rd,South Zone,1216,683,97,318,118,37.6,High,48,0,Cloudy
2908,2024-03-26,18:00,Lake View Road,Downtown,1935,1191,206,430,108,21.5,High,79,0,Sunny
2928,2024-03-26,19:00,Station Road,West Zone,1455,693,133,417,212,30.5,High,73,0,Sunny
2697,2024-03-26,21:00,NH-44,North Zone,711,313,71,182,145,43.7,High,69,0,Cloudy
3934,2024-03-26,23:00,Ring Road,Downtown,1137,634,126,218,159,35.0,High,72,0,Sunny
3435,2024-03-27,06:00,Ring Road,South Zone,644,387,54,185,18,47.4,High,55,0,Sunny
1352,2024-03-27,08:00,Green Park Rd,North Zone,1484,822,178,303,181,29.8,High,69,1,Cloudy
2547,2024-03-27,08:00,Ring Road,North Zone,1099,522,100,270,207,41.1,High,71,1,Sunny
1249,2024-03-27,09:00,Outer Ring Road,North Zone,709,435,58,172,44,49.6,Medium,37,0,Cloudy
1877,2024-03-27,11:00,Airport Road,South Zone,532,326,48,129,29,48.8,High,48,0,Sunny
2888,2024-03-27,15:00,IT Corridor,North Zone,899,388,70,220,221,40.8,High,71,0,Cloudy
1950,2024-03-27,15:00,Airport Road,West Zone,1134,615,114,244,161,34.8,High,85,0,Rainy
2552,2024-03-27,16:00,MG Road,South Zone,884,513,99,248,24,38.3,High,47,0,Sunny
3225,2024-03-27,20:00,IT Corridor,East Zone,1320,732,97,379,112,38.2,High,82,0,Sunny
1272,2024-03-28,07:00,Ring Road,Downtown,1779,879,196,505,199,20.5,High,81,0,Sunny
2657,2024-03-28,10:00,Outer Ring Road,South Zone,1343,804,128,246,165,31.8,High,58,0,Sunny
1815,2024-03-28,14:00,Market Road,East Zone,641,287,52,152,150,46.1,Medium,49,0,Foggy
12,2024-03-28,18:00,MG Road,East Zone,1133,681,96,235,121,29.4,High,88,0,Sunny
3999,2024-03-28,18:00,IT Corridor,South Zone,969,525,76,204,164,37.9,High,78,0,Cloudy
3699,2024-03-28,19:00,Lake View Road,Downtown,1830,965,207,335,323,28.3,High,77,0,Sunny
1055,2024-03-29,05:00,Green Park Rd,South Zone,650,302,52,128,168,53.7,High,50,0,Rainy
2091,2024-03-29,07:00,NH-44,South Zone,1278,649,125,266,238,29.1,High,76,1,Rainy
1449,2024-03-29,11:00,Station Road,South Zone,545,323,55,122,45,37.1,High,69,0,Foggy
1052,2024-03-29,12:00,Ring Road,South Zone,895,489,74,239,93,43.7,High,69,0,Cloudy
2112,2024-03-29,13:00,Market Road,South Zone,744,350,63,198,133,52.1,High,55,0,Cloudy
1587,2024-03-29,14:00,IT Corridor,East Zone,956,468,83,190,215,34.7,High,63,1,Rainy
2968,2024-03-29,16:00,Market Road,South Zone,1006,474,114,255,163,40.5,High,81,0,Rainy
49,2024-03-29,16:00,Ring Road,West Zone,1128,615,90,318,105,34.9,High,53,0,Cloudy
455,2024-03-29,17:00,Station Road,Downtown,1367,814,119,394,40,21.8,High,67,0,Sunny
3970,2024-03-29,18:00,Station Road,Downtown,1922,1038,146,541,197,12.0,High,72,0,Foggy
3151,2024-03-29,20:00,Ring Road,East Zone,1106,636,100,289,81,46.0,High,62,0,Cloudy
995,2024-03-30,04:00,IT Corridor,Downtown,1065,478,100,209,278,43.0,High,56,0,Sunny
2821,2024-03-30,04:00,NH-44,North Zone,657,328,70,149,110,44.4,High,57,0,Rainy
2084,2024-03-30,06:00,Airport Road,East Zone,622,276,67,154,125,47.2,High,50,0,Foggy
2182,2024-03-30,07:00,Lake View Road,West Zone,1794,1007,169,345,273,26.3,High,78,0,Sunny
1612,2024-03-30,08:00,Green Park Rd,North Zone,1024,599,77,219,129,43.2,High,65,0,Cloudy
3255,2024-03-30,08:00,Airport Road,South Zone,1399,658,159,347,235,28.9,High,65,0,Rainy
1840,2024-03-30,11:00,Outer Ring Road,South Zone,569,255,46,152,116,48.7,High,47,0,Sunny
3966,2024-03-30,11:00,Airport Road,West Zone,855,436,85,199,135,46.4,High,61,0,Cloudy
2794,2024-03-30,13:00,MG Road,North Zone,737,383,58,188,108,48.3,Medium,43,0,Sunny
693,2024-03-30,13:00,NH-44,South Zone,798,493,89,161,55,48.8,High,63,0,Sunny
1181,2024-03-30,13:00,Station Road,West Zone,811,472,75,240,24,47.9,High,45,0,Sunny
528,2024-03-30,16:00,Airport Road,East Zone,1045,501,88,194,262,45.6,High,43,0,Sunny
3878,2024-03-30,17:00,Market Road,Downtown,2236,1303,257,610,66,12.0,High,58,0,Cloudy
